ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0030325	GO:0030325	adrenal gland development	17	0.188900038816789	0.617378709859896	0.911585365853659	0.974969716029539	0.867181494164512	4077	tags=29%, list=26%, signal=22%	STRA6/PBX1/NF1/ASCL1/WNT11
GO:0038061	GO:0038061	non-canonical NF-kappaB signal transduction	104	0.147803073260189	0.726753618393423	0.912453760789149	0.975525798483568	0.867676098669078	6209	tags=40%, list=40%, signal=24%	RIPK3/HAVCR2/IFI35/NLRP2/TSPAN6/SASH1/TNFSF15/MKRN2/IL23A/LGALS9/PTPN22/RBCK1/ADIPOR1/CARD10/CD86/TCIM/DICER1/CHI3L1/MAP3K7/ZFP91/PTP4A3/TRADD/UACA/CALR/TAB2/PRDX1/AMFR/AKIP1/PPP4C/PPM1B/LAPTM5/PPM1A/TERF2IP/LITAF/TLR3/TLR2/IRAK1/COPS8/CHUK/SPHK1/PHB2/IKBKE
GO:0140238	GO:0140238	presynaptic endocytosis	58	0.155187510504389	0.682867287463846	0.912280701754386	0.975525798483568	0.867676098669078	6651	tags=47%, list=43%, signal=27%	AP3M2/BIN1/DNM3/SYP/BTBD9/STON2/PRKN/TOR1A/SYT2/SNX9/GAK/SYNJ1/SYNJ2/CANX/AP2B1/VAMP4/ACTB/PPP3CC/ROCK1/ITSN2/TBC1D24/ARF6/VAMP2/OPHN1/AP3D1/AP2S1/AP2M1
GO:1901983	GO:1901983	regulation of protein acetylation	30	0.172432372519281	0.650718016845938	0.912790697674419	0.975699716739036	0.867830789312448	6986	tags=60%, list=45%, signal=33%	BRCA1/PML/BAZ1B/NFYA/DIP2A/DEK/FLCN/DIP2B/NFYB/HDAC6/PRKAA1/GATA2/KAT5/HDAC2/FAM161A/PARK7/NFYC/SF3B1
GO:0070166	GO:0070166	enamel mineralization	15	0.199897898551892	0.640635766785907	0.913173652694611	0.975736504091055	0.867863509621978	6406	tags=53%, list=42%, signal=31%	WDR72/FAM20C/CFTR/SLC4A2/STIM1/ITGB6/PPARA/TBX1
GO:0061469	GO:0061469	regulation of type B pancreatic cell proliferation	10	-0.197342273013198	-0.614046033193204	0.91304347826087	0.975736504091055	0.867863509621978	4811	tags=50%, list=31%, signal=34%	NR4A1/FMC1/SFRP1/PDX1/NR4A3
GO:0071326	GO:0071326	cellular response to monosaccharide stimulus	99	0.150007345145209	0.728535798625391	0.91375	0.975979826402136	0.868079931323922	1296	tags=10%, list=8%, signal=9%	NPTX1/SLC29A1/CLTRN/UCP2/PLCB1/SLC12A6/ACE/ABCA12/ABCC8/SLC9B2
GO:1902893	GO:1902893	regulation of miRNA transcription	54	0.154078668845659	0.671459664837203	0.913746630727763	0.975979826402136	0.868079931323922	660	tags=7%, list=4%, signal=7%	ESR1/SMAD6/PPARG/NFATC4
GO:0014032	GO:0014032	neural crest cell development	66	-0.132372344649517	-0.732474516611394	0.914285714285714	0.976179579383241	0.868257600523047	4093	tags=42%, list=27%, signal=31%	EDNRA/FOXC1/NRG1/RDH10/SEMA6D/BMP7/SEMA6C/SEMA7A/SEMA3F/HES1/NRP2/TCOF1/SOX9/SEMA3E/HTR2B/SEMA3G/SEMA3D/EDN3/GDNF/TWIST1/PAX6/FOXC2/SEMA3B/NRTN/SEMA5A/ERBB4/EDNRB/ALDH1A2
GO:0045638	GO:0045638	negative regulation of myeloid cell differentiation	66	-0.13060073543679	-0.722671422127026	0.914285714285714	0.976179579383241	0.868257600523047	1548	tags=14%, list=10%, signal=12%	IAPP/GPR68/FBN1/DLL1/HOXA5/FBXW7/LILRB3/INHBA/CLDN18
GO:0014855	GO:0014855	striated muscle cell proliferation	49	-0.136529929611818	-0.685700563004165	0.915057915057915	0.976631579567149	0.868659629620362	3696	tags=27%, list=24%, signal=20%	ZFPM2/MEGF10/WNT2/NDRG4/NOG/TBX2/FOXC2/SAV1/PIM1/GATA6/EPHB1/ANGPT1/ERBB4
GO:0032924	GO:0032924	activin receptor signaling pathway	35	0.160044536670796	0.634381894044898	0.915014164305949	0.976631579567149	0.868659629620362	3861	tags=26%, list=25%, signal=19%	DACT2/SMAD6/DMRT1/ACVR1/FGF9/ACVR2A/NOMO3/ACVRL1/SHH
GO:0044089	GO:0044089	positive regulation of cellular component biogenesis	395	0.136286425800264	0.787344356736062	0.915800415800416	0.977089621654107	0.869067032655376	4672	tags=30%, list=30%, signal=21%	HCK/KIT/CCR7/ABCA1/MMP1/BMF/MLST8/AMIGO1/BTK/CSF2/PLEK2/PLEK/EPHB3/FES/BIN1/CEP120/ABL1/SLX4/AGT/BBS4/DNM3/TGFB3/COL16A1/STAU2/ATG2A/CLEC7A/SPAG5/TERF1/FUZ/SLF2/CDC42EP3/HAS3/NRP1/SPIDR/PIP4K2C/MTSS1/DPYSL3/PHLDB1/TRIM65/CROCC/ALOX15/CNTNAP2/RAC2/PALM/SRC/ATP7A/DOCK11/TSC1/MTOR/FCHSD2/BAK1/MYD88/CTTN/FCHSD1/EPHB2/PTPN22/ZMYND8/NF2/RALB/FERMT1/CDK5R1/BECN1/ATMIN/FSCN1/CLDN3/MAPK9/NCK2/CDKN1B/EPS8L1/VASP/CCP110/EPS8/P2RX7/SETDB2/ATF7IP/FLNA/PINK1/CKAP5/SNX4/SERPINF2/SNX9/MAVS/PIK3CA/SDC1/HIP1R/APC/KCTD17/ARHGEF10/BAG4/DRG1/SUMO1/POLDIP2/RAB7A/WNT11/TPM1/WRAP73/RAB3GAP2/PFN2/HSPA1A/FNBP1L/DHX33/MPHOSPH8/CHMP2A/VPS4A/GBP5/IFT20/STX18/STAM/ARHGEF10L/AMIGO2/NCKAP1/PSMC6/GRB2/TPBG/SEMA4D/PPHLN1/TOGARAM1/TSG101
GO:0044843	GO:0044843	cell cycle G1/S phase transition	204	0.136086354066584	0.742396030988946	0.915836101882614	0.977089621654107	0.869067032655376	4178	tags=26%, list=27%, signal=19%	BCAT1/CDC6/CRLF3/CDKN2A/GPNMB/CPSF3/PLCB1/METTL13/TRIM39/PIDD1/PTPN6/RBBP8/PKD2/CUL4A/SKP2/RPA2/CDK7/CDK18/BCL7C/PML/ACVR1/E2F1/DPF1/CDK4/CUL4B/STXBP4/PAGR1/BRD7/CDKN1B/E2F6/TRIAP1/SDE2/CACUL1/DDRGK1/TCIM/TFDP1/CTDSP1/SMARCE1/LATS1/AIF1/E2F4/MBLAC1/PAF1/DPF2/CCNA2/APC/CDKN2C/MDM2/BTN2A2/PIM2/CDK17/CTDSP2/CDC73
GO:0046546	GO:0046546	development of primary male sexual characteristics	116	0.141344259742222	0.714291174703345	0.916067146282974	0.977149924183343	0.869120668410975	986	tags=8%, list=6%, signal=7%	LHX9/KIT/WNT2B/ESR1/ADGRG1/SFRP2/SRD5A1/ACE/MSH2
GO:0048675	GO:0048675	axon extension	100	0.146712685637403	0.717520698972415	0.916256157635468	0.977165376495426	0.869134412385644	5344	tags=33%, list=35%, signal=22%	OLFM1/DISC1/NDN/CDKL5/ABL1/PLXNA4/CDKL3/NRP1/ZFYVE27/SEMA4G/SEMA3C/DVL1/ARHGAP4/CTTN/WNT3/TRPV2/SEMA4F/MAP2/PLXNA3/RAPH1/RTN4/RNF6/FN1/SHTN1/SEMA4D/SEMA3A/NRCAM/USP9X/TTL/APOE/TWF2/SEMA5B/DIP2B
GO:1903707	GO:1903707	negative regulation of hemopoiesis	86	0.147551419228194	0.70307936670544	0.916562889165629	0.97723089616654	0.869192688499619	2153	tags=15%, list=14%, signal=13%	JAK3/GPR55/CTLA4/CEACAM1/GPR137/INPP5D/FCGR2B/TCTA/CR1/CUL4A/PIAS3/CD74/SOCS5
GO:0061014	GO:0061014	positive regulation of mRNA catabolic process	80	0.147845761048271	0.695590134411874	0.916666666666667	0.97723089616654	0.869192688499619	7834	tags=56%, list=51%, signal=28%	PLEKHN1/EXOSC2/METTL3/EXOSC5/NOCT/TTC5/NT5C3B/PAIP1/PARN/RIDA/LSM1/TOB1/CNOT11/DHX9/CNOT7/CNOT8/POLR2G/CELF1/TARDBP/EXOSC3/CSDE1/GIGYF2/ROCK1/NANOS1/PNPT1/METTL16/EIF4ENIF1/DCP1B/HNRNPU/HNRNPR/DIS3/CAPRIN1/YBX1/CNOT6/CNOT3/EXOSC9/TENT4A/UPF1/PUM1/FXR1/FXR2/CNOT2/CNOT6L/PABPC1/TUT4
GO:0045787	GO:0045787	positive regulation of cell cycle	255	0.136721666798965	0.763051229651239	0.919441460794844	0.9774396507867	0.869378364157486	4876	tags=29%, list=32%, signal=20%	OOEP/AURKA/MAD2L1/CDC6/EGF/NCAPD2/BRCA2/CEP120/RAD51AP1/ABL1/CPSF3/SMC4/PLCB1/ANAPC7/PSMD10/SPAG5/SLF2/CDC20/PKD2/CIT/STAT5B/CUL4A/NCAPG2/LGMN/DMRT1/CDC25B/ZNF16/CCNB1/NCAPH/WNK1/CDK4/PBX1/CUL4B/SMOC2/BECN1/MTA3/STXBP4/NSFL1C/PAGR1/XRCC3/NPM2/C6orf89/DDRGK1/TFDP1/ATRX/AIF1/MBLAC1/PAF1/NUPR1/CSPP1/KIF3B/RHNO1/ASCL1/MAP3K7/MDM2/TRIM21/POLDIP2/RAD18/SMC6/CDC73/RAD51C/SRPK2/ASNS/FAM83D/CDC16/TRIM32/RRM1/CALR/RACGAP1/NSMCE2/MED1/RAD21/NUMA1/MAPK15/PTK6
GO:2000677	GO:2000677	regulation of transcription regulatory region DNA binding	29	-0.14982146261205	-0.673102617939815	0.919003115264797	0.9774396507867	0.869378364157486	266	tags=41%, list=2%, signal=41%	ZBTB7A/IFNG/FOXC1/RB1/PER2/DOT1L/GATA1/SOX11/TWIST1/PAX6/IGF1/TRIM6
GO:0045806	GO:0045806	negative regulation of endocytosis	58	0.15163361904401	0.667229197687147	0.919028340080972	0.9774396507867	0.869378364157486	7292	tags=53%, list=47%, signal=28%	UNC119/FCGR2B/PCSK9/ANKRD13B/PROM2/SNX3/ATG3/ATG5/PRTN3/DYSF/PIP4P2/APOC2/PACSIN3/NR1H2/SDCBP/CD47/RIN3/LRPAP1/TLR2/WDR54/ARF6/RACK1/MTMR2/LRRTM1/PLSCR1/SCAMP5/RABGEF1/ATXN2/UBQLN2/ITGB3/LGALS3
GO:0034142	GO:0034142	toll-like receptor 4 signaling pathway	44	0.156433693883885	0.653875518273126	0.91869918699187	0.9774396507867	0.869378364157486	6100	tags=41%, list=40%, signal=25%	LY96/IFI35/OAS1/CD14/MYD88/PTPN22/RAB11FIP2/TMEM126A/NR1D1/MAP3K7/WDFY1/TNIP3/TRIL/ECSIT/IRAK1/NINJ1/S100A14/CHUK
GO:0071526	GO:0071526	semaphorin-plexin signaling pathway	36	0.162286813818868	0.642772657197413	0.919655667144907	0.9774396507867	0.869378364157486	3456	tags=25%, list=22%, signal=19%	PLXNA4/NRP1/SEMA4G/PLXNC1/SEMA3C/SEMA4F/PLXNA1/FLNA/PLXNA3
GO:0001658	GO:0001658	branching involved in ureteric bud morphogenesis	46	0.15037996842321	0.637332770184248	0.918558077436582	0.9774396507867	0.869378364157486	4179	tags=30%, list=27%, signal=22%	WNT2B/AGT/HOXB7/PKD2/SMO/GZF1/PBX1/SIX1/LGR4/SOX8/CITED1/SHH/GPC3/MAGED1
GO:0048599	GO:0048599	oocyte development	46	0.150126442615905	0.636258289940787	0.918558077436582	0.9774396507867	0.869378364157486	3166	tags=20%, list=21%, signal=16%	AURKA/BRCA2/PDE3A/DMRT1/CDC25B/TDRKH/DCAF13/RPS6KA2/WASHC5
GO:0032793	GO:0032793	positive regulation of CREB transcription factor activity	14	-0.180723758499116	-0.634197142451859	0.918367346938776	0.9774396507867	0.869378364157486	2751	tags=29%, list=18%, signal=23%	ADCY8/OPRD1/TSSK4/EPHA5
GO:0060479	GO:0060479	lung cell differentiation	24	-0.149500597349728	-0.628025753516325	0.919504643962848	0.9774396507867	0.869378364157486	4100	tags=33%, list=27%, signal=24%	KLF2/CTNNB1/SOX9/FGF10/IL13/SAV1/HOXA5/GATA6
GO:0060487	GO:0060487	lung epithelial cell differentiation	24	-0.149500597349728	-0.628025753516325	0.919504643962848	0.9774396507867	0.869378364157486	4100	tags=33%, list=27%, signal=24%	KLF2/CTNNB1/SOX9/FGF10/IL13/SAV1/HOXA5/GATA6
GO:0060561	GO:0060561	apoptotic process involved in morphogenesis	17	-0.167629165044259	-0.625759583188038	0.919075144508671	0.9774396507867	0.869378364157486	168	tags=47%, list=1%, signal=47%	SPI1/TNFRSF1B/FOXC1/BMP7/PPP2R1B/JAG2/FOXC2/CRYAB
GO:0006103	GO:0006103	2-oxoglutarate metabolic process	11	-0.194225892450745	-0.616618738644471	0.917847025495751	0.9774396507867	0.869378364157486	12404	tags=100%, list=81%, signal=19%	IDH1/GPT2/IDH2/D2HGDH/DLST/GOT2/MRPS36/L2HGDH/TAT/OGDHL
GO:0001702	GO:0001702	gastrulation with mouth forming second	19	-0.158805542905471	-0.615526511404454	0.917647058823529	0.9774396507867	0.869378364157486	12950	tags=100%, list=84%, signal=16%	ACVR2A/UGDH/FOXA2/PLPP3/AMOT/SMAD4/SRF/LRP5/WNT5A/ACVR2B/LDB1/PRICKLE1/FRS2/RNF2/CTNNB1/TBXT/CRB2/LHX1
GO:0010613	GO:0010613	positive regulation of cardiac muscle hypertrophy	18	-0.160431108232413	-0.610340408169736	0.918840579710145	0.9774396507867	0.869378364157486	2857	tags=28%, list=19%, signal=23%	TRPC3/ADCY10/ADRA1A/NR4A3/IGF1
GO:0014742	GO:0014742	positive regulation of muscle hypertrophy	18	-0.160431108232413	-0.610340408169736	0.918840579710145	0.9774396507867	0.869378364157486	2857	tags=28%, list=19%, signal=23%	TRPC3/ADCY10/ADRA1A/NR4A3/IGF1
GO:0051590	GO:0051590	positive regulation of neurotransmitter transport	18	0.179189266195878	0.596439366352917	0.919330289193303	0.9774396507867	0.869378364157486	5757	tags=44%, list=37%, signal=28%	DTNBP1/BGLAP/PRKN/TACR2/STXBP1/GPER1/RAB3GAP1/ITGB1
GO:0030534	GO:0030534	adult behavior	109	0.140495684220922	0.701121121212024	0.919902912621359	0.97751687374587	0.869447049697166	2469	tags=15%, list=16%, signal=12%	CHRNB1/TMOD1/SLC1A1/GLRB/PPP1R1B/BBS4/TBCE/ARRB2/DMRT3/SDK1/PPT1/CNTNAP2/OXR1/TSC1/BTBD9/EPHA4
GO:0061053	GO:0061053	somite development	70	0.151026999820604	0.688272541080163	0.920261437908497	0.977712294278875	0.869620865423969	1948	tags=16%, list=13%, signal=14%	MESP2/SFRP2/AXIN2/PALB2/MESP1/MTHFD1/KAT2A/SMO/TBX6/CDX2/SEMA3C
GO:0098773	GO:0098773	skin epidermis development	101	-0.120993817812578	-0.741521012447385	0.920634920634921	0.97792352886263	0.869808746871923	1448	tags=12%, list=9%, signal=11%	SAV1/NFKBIZ/DKK1/DLL1/KRT17/GATA6/FOXN1/CD109/BCL2/FST/INHBA/LDB2
GO:0050714	GO:0050714	positive regulation of protein secretion	115	0.139879053149641	0.7060000953659	0.922155688622755	0.977933787289557	0.86981787117378	2309	tags=15%, list=15%, signal=13%	ANKRD1/FRMD4A/NR0B2/ACHE/PPARG/SIRT3/PLCB1/TGFB3/VEGFC/KCNN4/ABCC8/GOLPH3L/ADAM9/CAPN10/HLA-DRB1/PFKM/PPID
GO:0061614	GO:0061614	miRNA transcription	55	0.152011226798925	0.667360844359653	0.92235609103079	0.977933787289557	0.86981787117378	660	tags=7%, list=4%, signal=7%	ESR1/SMAD6/PPARG/NFATC4
GO:0032232	GO:0032232	negative regulation of actin filament bundle assembly	22	-0.164113404666387	-0.660919603367749	0.921686746987952	0.977933787289557	0.86981787117378	526	tags=14%, list=3%, signal=13%	ARHGEF18/PHLDB2/ARHGAP6
GO:2000780	GO:2000780	negative regulation of double-strand break repair	30	0.167307371670817	0.631377504738366	0.921511627906977	0.977933787289557	0.86981787117378	3177	tags=20%, list=21%, signal=16%	ABL1/MAGEF1/UBQLN4/SHLD1/NUDT16L1/TFIP11
GO:0099590	GO:0099590	neurotransmitter receptor internalization	22	0.175336894306565	0.618903385116482	0.922388059701493	0.977933787289557	0.86981787117378	7312	tags=68%, list=48%, signal=36%	DNM3/EFNB2/VAC14/AP2A2/AP2A1/AP2B1/CACNG4/OPHN1/AP2S1/AP2M1/ARC/NUMB/EPS15/ITGB3/PPP3R1
GO:0043243	GO:0043243	positive regulation of protein-containing complex disassembly	28	0.164700369791581	0.614037216255115	0.922740524781341	0.977933787289557	0.86981787117378	5005	tags=39%, list=33%, signal=27%	PLEK/BNIP3/KATNB1/WNK1/JMJD4/SMCR8/CALCOCO2/WDR1/TRPV4/FYCO1/TOM1
GO:0070885	GO:0070885	negative regulation of calcineurin-NFAT signaling cascade	11	0.210256213862929	0.611728942096014	0.921417565485362	0.977933787289557	0.86981787117378	2246	tags=18%, list=15%, signal=16%	HOMER3/MTOR
GO:0106057	GO:0106057	negative regulation of calcineurin-mediated signaling	11	0.210256213862929	0.611728942096014	0.921417565485362	0.977933787289557	0.86981787117378	2246	tags=18%, list=15%, signal=16%	HOMER3/MTOR
GO:0035666	GO:0035666	TRIF-dependent toll-like receptor signaling pathway	11	0.209926166538652	0.61076868747708	0.921417565485362	0.977933787289557	0.86981787117378	3840	tags=27%, list=25%, signal=20%	IKBKB/TRAF3/MAP3K7
GO:0008334	GO:0008334	histone mRNA metabolic process	13	-0.1767833772121	-0.607327680025762	0.922413793103448	0.977933787289557	0.86981787117378	299	tags=8%, list=2%, signal=8%	LSM11
GO:0030511	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	25	0.164160903441019	0.602354953980913	0.922740524781341	0.977933787289557	0.86981787117378	8122	tags=68%, list=53%, signal=32%	LRG1/TNXB/FERMT1/AXIN1/CITED1/MEN1/FLCN/SDCBP/RNF111/SMAD4/SLC2A10/GIPC1/SNW1/CITED2/TGFBR3/HIPK2/HSP90AB1
GO:1903846	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	25	0.164160903441019	0.602354953980913	0.922740524781341	0.977933787289557	0.86981787117378	8122	tags=68%, list=53%, signal=32%	LRG1/TNXB/FERMT1/AXIN1/CITED1/MEN1/FLCN/SDCBP/RNF111/SMAD4/SLC2A10/GIPC1/SNW1/CITED2/TGFBR3/HIPK2/HSP90AB1
GO:0001706	GO:0001706	endoderm formation	51	-0.139010139709071	-0.705721652546772	0.923371647509579	0.978069028828071	0.869938161022289	1188	tags=29%, list=8%, signal=27%	NANOG/COL5A2/CTNNB1/SOX17/VTN/NOG/COL11A1/MMP8/LHX1/DKK1/GATA6/DUSP2/COL7A1/DUSP5/INHBA
GO:0001892	GO:0001892	embryonic placenta development	75	0.148009581920189	0.68633787728748	0.923566878980892	0.978069028828071	0.869938161022289	11997	tags=99%, list=78%, signal=22%	BMP5/CSF2/HEY1/PKD2/HEY2/CDX2/CASP8/ADM/SNAI1/NSDHL/CITED1/TMED2/LEF1/SPINT2/HAND1/NR2F2/GRB2/EGLN1/CEBPA/MED1/OVOL2/HECTD1/MAP2K1/GRHL2/GGNBP2/DNAJB6/STK4/TTPA/GATA2/HIF1A/PKD1/MAPK1/STK3/KRT8/RBPJ/NCOA1/CITED2/SOX15/AKT1/BIRC6/RSPO3/FBXW8/EOMES/ZFP36L1/GCM1/ASCL2/TRIM28/FZD5/PDGFB/VASH1/MDFI/ZNF568/E2F8/BPTF/FGFR2/SOCS3/ARNT/HS6ST1/WNT7B/CEBPB/PRDM1/BMP7/SETD2/TFEB/CDKN1C/E2F7/GJB5/HES1/EPAS1/TAF10/PHLDA2/VASH2/PCDH12/WNT2
GO:0044091	GO:0044091	membrane biogenesis	53	0.152713372731557	0.661808004575689	0.92328398384926	0.978069028828071	0.869938161022289	5361	tags=38%, list=35%, signal=25%	PEX11A/CHMP1A/CHMP7/EPHB2/TLCD1/NSFL1C/PEX16/CHMP1B/BROX/CHMP6/CHMP2A/VPS4A/MAFB/LRCH4/RCC1/ANKLE2/FLOT1/CHMP5/UBE2I/CHMP3
GO:0006691	GO:0006691	leukotriene metabolic process	24	0.169226870614577	0.613550178084827	0.923416789396171	0.978069028828071	0.869938161022289	813	tags=8%, list=5%, signal=8%	CYP4F12/GGTLC1
GO:0032922	GO:0032922	circadian regulation of gene expression	52	0.150859810521599	0.654607809645749	0.924528301886792	0.978693233028493	0.870493356042489	4407	tags=27%, list=29%, signal=19%	CIART/NR0B2/BHLHE41/NOCT/GFPT1/PML/RBM4B/RBM4/LGR4/NR1D1/MAGED1/NUDT12/MTA1/HDAC1
GO:0055022	GO:0055022	negative regulation of cardiac muscle tissue growth	17	-0.166033564829675	-0.619803208442931	0.92485549132948	0.978693233028493	0.870493356042489	4274	tags=53%, list=28%, signal=38%	FOXP1/VGLL4/PI16/TOMM70/CTDP1/CAV3/NOG/RGS4/SAV1
GO:0061117	GO:0061117	negative regulation of heart growth	17	-0.166033564829675	-0.619803208442931	0.92485549132948	0.978693233028493	0.870493356042489	4274	tags=53%, list=28%, signal=38%	FOXP1/VGLL4/PI16/TOMM70/CTDP1/CAV3/NOG/RGS4/SAV1
GO:0030903	GO:0030903	notochord development	17	-0.165240199216176	-0.61684157503333	0.92485549132948	0.978693233028493	0.870493356042489	3799	tags=47%, list=25%, signal=35%	GLI1/COL27A1/SOX9/COL2A1/NOG/CRB2/EPHA2/COBL
GO:0038034	GO:0038034	signal transduction in absence of ligand	57	-0.134918542213058	-0.712876761294658	0.925490196078431	0.978809899479248	0.870597124380542	1426	tags=14%, list=9%, signal=13%	CASP2/IL1A/IFI6/EYA4/BCL2A1/BCL2/CX3CL1/INHBA
GO:0097192	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	57	-0.134918542213058	-0.712876761294658	0.925490196078431	0.978809899479248	0.870597124380542	1426	tags=14%, list=9%, signal=13%	CASP2/IL1A/IFI6/EYA4/BCL2A1/BCL2/CX3CL1/INHBA
GO:0030850	GO:0030850	prostate gland development	38	-0.141424069907103	-0.683407756948313	0.925423728813559	0.978809899479248	0.870597124380542	5243	tags=50%, list=34%, signal=33%	HOXB13/GLI1/FGFR2/SERPINF1/BMP7/ANXA1/FRS2/SFRP1/CTNNB1/SOX9/HOXA9/NOG/PSAPL1/FGF10/HOXA10/CYP19A1/AR/ALOX15B/NKX3-1
GO:2000516	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	35	-0.141171767305324	-0.670119679394077	0.925675675675676	0.978821172447235	0.870607151060409	1383	tags=11%, list=9%, signal=10%	NLRP3/NFKBIZ/CD160/XCL1
GO:0007178	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	294	0.136393167382857	0.771702038695869	0.926595744680851	0.979434438395976	0.871152617112335	4265	tags=26%, list=28%, signal=19%	SFRP4/BMP5/RGMA/HPGD/COL3A1/NREP/DACT2/SMAD6/SFRP2/CHRDL2/PPARG/HFE/NOTCH2/ABL1/TGFB3/SAP30/HTRA4/ARRB2/TAB1/GDF11/ZFYVE9/FZD1/EID2/SCUBE3/TWSG1/TGFBRAP1/TET1/LRG1/DMRT1/ADAM9/SRC/FMOD/PML/ETV2/ACVR1/MTMR4/TNXB/FERMT1/FGF9/SPRY1/LPXN/FAM83G/DUSP22/AXIN1/ENG/BRMS1L/TMPRSS6/ACVR2A/MAPK3/SAP30L/UBE2O/PBLD/ITGA3/PELO/PDPK1/TMEM53/CITED1/INTS9/TOB1/NOMO3/DLX3/LATS1/PRDM16/MEN1/ACVRL1/MAP3K7/NBL1/SHH/FSTL1/XIAP/LNPEP/PARP1/TRIM33/GPC3/HSPA1A/LEF1/LRP1
GO:0035065	GO:0035065	regulation of histone acetylation	13	0.201496771658186	0.620204597333671	0.926605504587156	0.979434438395976	0.871152617112335	6986	tags=69%, list=45%, signal=38%	BRCA1/BAZ1B/NFYA/DEK/FLCN/NFYB/GATA2/NFYC/SF3B1
GO:0070527	GO:0070527	platelet aggregation	56	0.152748905460191	0.669229666621597	0.927027027027027	0.979695040453817	0.87138440819075	1309	tags=11%, list=9%, signal=10%	FGL1/PLEK/CEACAM1/F2RL3/FERMT3/PTPN6
GO:0050678	GO:0050678	regulation of epithelial cell proliferation	288	0.136031377256076	0.769092172120749	0.927736450584485	0.979765581958255	0.871447150946975	1559	tags=10%, list=10%, signal=10%	THBS4/OSR2/BMP5/SPINK1/APOH/HPN/VDR/PGR/EGF/CYP7B1/BTK/HMOX1/SFRP2/PPARG/BRCA2/CEACAM1/NOTCH2/PYGO2/IFT80/COL4A3/FUT2/VEGFC/ARX/STAT5A/OSR1/FGFR1/NRP1/FGFBP1/MTSS1/EFNB2
GO:0002793	GO:0002793	positive regulation of peptide secretion	85	0.146464068040111	0.696686462913909	0.927409261576971	0.979765581958255	0.871447150946975	2209	tags=15%, list=14%, signal=13%	SPINK1/NR0B2/HFE/SIRT3/PLCB1/KISS1/ADORA1/ABCC8/TNFSF11/TFR2/CAPN10/HLA-DRB1/PFKM
GO:0019400	GO:0019400	alditol metabolic process	15	-0.17219622562323	-0.611297654559823	0.92814371257485	0.979765581958255	0.871447150946975	4171	tags=40%, list=27%, signal=29%	PCK2/GPD2/MOGAT1/ANGPTL3/MOGAT3/COQ2
GO:0051000	GO:0051000	positive regulation of nitric-oxide synthase activity	15	-0.172178628912546	-0.611235186129228	0.92814371257485	0.979765581958255	0.871447150946975	769	tags=40%, list=5%, signal=38%	NPR3/AGTR2/HTR2B/FCER2/GCH1/NOS1AP
GO:0141085	GO:0141085	regulation of inflammasome-mediated signaling pathway	29	0.161616424238433	0.604838244159753	0.928046989720999	0.979765581958255	0.871447150946975	2506	tags=17%, list=16%, signal=14%	BTK/TRIM11/TRIM31/MYD88/PTPN22
GO:0002320	GO:0002320	lymphoid progenitor cell differentiation	19	0.173177816804453	0.58678809898269	0.927492447129909	0.979765581958255	0.871447150946975	97	tags=5%, list=1%, signal=5%	KIT
GO:0032870	GO:0032870	cellular response to hormone stimulus	435	0.135087906057962	0.785791161018509	0.928719008264463	0.980145111222495	0.871784721180215	4559	tags=26%, list=30%, signal=19%	SCGB2A1/MZB1/SPINK1/KIT/HMGCS2/PGR/CDC6/JAK3/ESR1/CYP7B1/PPARGC1B/FUT7/MKKS/GPR173/PPARG/TRIB3/SRD5A1/UCP2/STC1/THRA/CEACAM1/RAMP1/PLCB1/AGT/AIFM1/BBS4/ACE/CTSL/TNC/AXIN2/STAT5A/PAQR7/PDK2/PCSK9/GRIA1/PDE3A/FECH/PIP4K2C/STAT5B/UMODL1/FOXO4/DNAAF4/SKP2/EGLN2/BRCA1/BGLAP/SRC/NCOR1/LPIN3/RXRB/CAPN10/TRIM68/CARM1/FBP1/TSC2/MTOR/GAS2L1/HDAC5/CASP9/ADIPOR1/WDTC1/VPS11/KDM3A/BCAR3/MAX/VPS54/CTSH/STXBP4/GJB2/PAGR1/PID1/RBM4/MAPK3/RAB31/RNF14/TFAP4/SLC27A1/PDPK1/DDRGK1/NR1D1/UFSP2/STAT6/STAT1/LATS1/PIK3CA/CTSB/ECHDC3/DDIT4/ZBTB7B/CCNA2/MAP3K7/TAF7/MDM2/RNF6/CTSD/PARP1/SREBF1/PELP1/CTSS/TADA3/HSPA1A/PRCP/PGRMC2/LMO3/RAB8A/INPP5K/IDE/GRB14/HDAC1/CALR/PDE3B/UFL1/TRIP4/GRB2/DAB2
