p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LINC01936	1	-1.23957543300981	0	0	1
AC007378.1	1	-1.23957543300981	0	0	1
AC006369.1	1	-1.23957543300981	0	0	1
CDKL4	1	-1.23957543300981	0	0	1
LINC01126	1	-1.23957543300981	0	0	1
AC007743.1	1	-1.23957543300981	0	0	1
CCDC85A	1	-1.23957543300981	0	0	1
AC012368.1	1	-1.23957543300981	0	0	1
LINC01873	1	-1.23957543300981	0	0	1
LINC01829	1	-1.23957543300981	0	0	1
FIGLA	1	-1.23957543300981	0	0	1
EGR4	1	-1.23957543300981	0	0	1
BOLA3-AS1	1	-1.23957543300981	0	0	1
M1AP	1	-1.23957543300981	0	0	1
SH2D6	1	-1.23957543300981	0	0	1
TEKT4	1	-1.23957543300981	0	0	1
ADRA2B	1	-1.23957543300981	0	0	1
CNNM3-DT	1	-1.23957543300981	0	0	1
AC109826.1	1	-1.23957543300981	0	0	1
AC092667.1	1	-1.23957543300981	0	0	1
IL18RAP	1	-1.23957543300981	0	0	1
AC010884.1	1	-1.23957543300981	0	0	1
SH3RF3-AS1	1	-1.23957543300981	0	0	1
AC108463.3	1	-1.23957543300981	0	0	1
AC012442.1	1	-1.23957543300981	0	0	1
LINC01956	1	-1.23957543300981	0	0	1
GLI2	1	-1.23957543300981	0	0	1
MYO7B	1	-1.23957543300981	0	0	1
AC010976.2	1	-1.23957543300981	0	0	1
THSD7B	1	-1.23957543300981	0	0	1
TEX41	1	-1.23957543300981	0	0	1
AC007364.1	1	-1.23957543300981	0	0	1
SCN3A	1	-1.23957543300981	0	0	1
AC010127.1	1	-1.23957543300981	0	0	1
B3GALT1	1	-1.23957543300981	0	0	1
SPC25	1	-1.23957543300981	0	0	1
HOXD-AS2	1	-1.23957543300981	0	0	1
PDE11A	1	-1.23957543300981	0	0	1
AC093911.1	1	-1.23957543300981	0	0	1
ZNF804A	1	-1.23957543300981	0	0	1
LINC01827	1	-1.23957543300981	0	0	1
AC011997.1	1	-1.23957543300981	0	0	1
KIAA2012	1	-1.23957543300981	0	0	1
GPR1	1	-1.23957543300981	0	0	1
ADAM23	1	-1.23957543300981	0	0	1
CPO	1	-1.23957543300981	0	0	1
LINC01857	1	-1.23957543300981	0	0	1
AC053503.5	1	-1.23957543300981	0	0	1
ASIC4	1	-1.23957543300981	0	0	1
INHA	1	-1.23957543300981	0	0	1
AC009502.1	1	-1.23957543300981	0	0	1
SCG2	1	-1.23957543300981	0	0	1
FAM124B	1	-1.23957543300981	0	0	1
AC009950.1	1	-1.23957543300981	0	0	1
HTR2B	1	-1.23957543300981	0	0	1
NMUR1	1	-1.23957543300981	0	0	1
ESPNL	1	-1.23957543300981	0	0	1
CROCC2	1	-1.23957543300981	0	0	1
NEU4	1	-1.23957543300981	0	0	1
LINC01238	1	-1.23957543300981	0	0	1
GRM7	1	-1.23957543300981	0	0	1
SSUH2	1	-1.23957543300981	0	0	1
CAV3	1	-1.23957543300981	0	0	1
OXTR	1	-1.23957543300981	0	0	1
SRGAP3-AS4	1	-1.23957543300981	0	0	1
TIMP4	1	-1.23957543300981	0	0	1
LINC01267	1	-1.23957543300981	0	0	1
GALNT15	1	-1.23957543300981	0	0	1
KCNH8	1	-1.23957543300981	0	0	1
LINC02084	1	-1.23957543300981	0	0	1
LINC01985	1	-1.23957543300981	0	0	1
GADL1	1	-1.23957543300981	0	0	1
OSBPL10-AS1	1	-1.23957543300981	0	0	1
MOBP	1	-1.23957543300981	0	0	1
AC006059.1	1	-1.23957543300981	0	0	1
FAM198A	1	-1.23957543300981	0	0	1
CLEC3B	1	-1.23957543300981	0	0	1
TMIE	1	-1.23957543300981	0	0	1
PTH1R	1	-1.23957543300981	0	0	1
CELSR3	1	-1.23957543300981	0	0	1
PRKAR2A-AS1	1	-1.23957543300981	0	0	1
LSMEM2	1	-1.23957543300981	0	0	1
AC006252.1	1	-1.23957543300981	0	0	1
SEMA3G	1	-1.23957543300981	0	0	1
ITIH3	1	-1.23957543300981	0	0	1
TMEM110-MUSTN1	1	-1.23957543300981	0	0	1
AC096887.1	1	-1.23957543300981	0	0	1
LRTM1	1	-1.23957543300981	0	0	1
DENND6A-AS1	1	-1.23957543300981	0	0	1
SCAANT1	1	-1.23957543300981	0	0	1
LINC00877	1	-1.23957543300981	0	0	1
PDZRN3	1	-1.23957543300981	0	0	1
EPHA3	1	-1.23957543300981	0	0	1
OR5H14	1	-1.23957543300981	0	0	1
TAGLN3	1	-1.23957543300981	0	0	1
AC093010.2	1	-1.23957543300981	0	0	1
ZNF80	1	-1.23957543300981	0	0	1
AC073352.2	1	-1.23957543300981	0	0	1
TMCC1-AS1	1	-1.23957543300981	0	0	1
COL6A6	1	-1.23957543300981	0	0	1
C3orf36	1	-1.23957543300981	0	0	1
AC072039.2	1	-1.23957543300981	0	0	1
AC117382.2	1	-1.23957543300981	0	0	1
A4GNT	1	-1.23957543300981	0	0	1
SPSB4	1	-1.23957543300981	0	0	1
AGTR1	1	-1.23957543300981	0	0	1
BCHE	1	-1.23957543300981	0	0	1
CLDN11	1	-1.23957543300981	0	0	1
CCDC39	1	-1.23957543300981	0	0	1
VWA5B2	1	-1.23957543300981	0	0	1
LINC01840	1	-1.23957543300981	0	0	1
AC107294.1	1	-1.23957543300981	0	0	1
C3orf70	1	-1.23957543300981	0	0	1
CRYGS	1	-1.23957543300981	0	0	1
MASP1	1	-1.23957543300981	0	0	1
AC007920.2	1	-1.23957543300981	0	0	1
UTS2B	1	-1.23957543300981	0	0	1
LINC02038	1	-1.23957543300981	0	0	1
LINC02026	1	-1.23957543300981	0	0	1
LRRC15	1	-1.23957543300981	0	0	1
AC046143.1	1	-1.23957543300981	0	0	1
AC147067.2	1	-1.23957543300981	0	0	1
HTRA3	1	-1.23957543300981	0	0	1
AC098829.1	1	-1.23957543300981	0	0	1
C1QTNF7	1	-1.23957543300981	0	0	1
AC092436.2	1	-1.23957543300981	0	0	1
AC027607.1	1	-1.23957543300981	0	0	1
LINC02265	1	-1.23957543300981	0	0	1
LNX1-AS1	1	-1.23957543300981	0	0	1
AC024243.1	1	-1.23957543300981	0	0	1
STAP1	1	-1.23957543300981	0	0	1
ODAPH	1	-1.23957543300981	0	0	1
PRKG2	1	-1.23957543300981	0	0	1
AC093827.5	1	-1.23957543300981	0	0	1
AC104785.1	1	-1.23957543300981	0	0	1
MMRN1	1	-1.23957543300981	0	0	1
UNC5C	1	-1.23957543300981	0	0	1
LINC02503	1	-1.23957543300981	0	0	1
AC109361.1	1	-1.23957543300981	0	0	1
IL2	1	-1.23957543300981	0	0	1
LINC02516	1	-1.23957543300981	0	0	1
PCDH10	1	-1.23957543300981	0	0	1
AC112236.2	1	-1.23957543300981	0	0	1
FREM3	1	-1.23957543300981	0	0	1
REELD1	1	-1.23957543300981	0	0	1
AC104819.3	1	-1.23957543300981	0	0	1
LINC02273	1	-1.23957543300981	0	0	1
TIGD4	1	-1.23957543300981	0	0	1
FGB	1	-1.23957543300981	0	0	1
TDO2	1	-1.23957543300981	0	0	1
FAM198B-AS1	1	-1.23957543300981	0	0	1
RXFP1	1	-1.23957543300981	0	0	1
NPY1R	1	-1.23957543300981	0	0	1
TRIM60	1	-1.23957543300981	0	0	1
AC096751.2	1	-1.23957543300981	0	0	1
AC078881.1	1	-1.23957543300981	0	0	1
LINC02427	1	-1.23957543300981	0	0	1
AC106897.1	1	-1.23957543300981	0	0	1
ADAMTS16	1	-1.23957543300981	0	0	1
AC091965.4	1	-1.23957543300981	0	0	1
AC034229.4	1	-1.23957543300981	0	0	1
AC012640.4	1	-1.23957543300981	0	0	1
SLC1A3	1	1.68330811901663	0.019	0.019	1
C6	1	-1.23957543300981	0	0	1
PLCXD3	1	-1.23957543300981	0	0	1
AC025171.3	1	-1.23957543300981	0	0	1
AC025171.5	1	-1.23957543300981	0	0	1
AC010478.1	1	-1.23957543300981	0	0	1
HSPB3	1	-1.23957543300981	0	0	1
ESM1	1	-1.23957543300981	0	0	1
AC008937.3	1	-1.23957543300981	0	0	1
RAB3C	1	-1.23957543300981	0	0	1
LRRC70	1	-1.23957543300981	0	0	1
LINC02197	1	-1.23957543300981	0	0	1
ZNF366	1	-1.23957543300981	0	0	1
ANKRD31	1	-1.23957543300981	0	0	1
AC113404.1	1	-1.23957543300981	0	0	1
F2RL2	1	-1.23957543300981	0	0	1
S100Z	1	-1.23957543300981	0	0	1
CRHBP	1	-1.23957543300981	0	0	1
BHMT	1	-1.23957543300981	0	0	1
RASGRF2-AS1	1	-1.23957543300981	0	0	1
GPR150	1	-1.23957543300981	0	0	1
SPATA9	1	-1.23957543300981	0	0	1
TRIM36	1	-1.23957543300981	0	0	1
CDO1	1	-1.23957543300981	0	0	1
LINC02147	1	-1.23957543300981	0	0	1
PRR16	1	-1.23957543300981	0	0	1
ZNF474	1	-1.23957543300981	0	0	1
AC010255.3	1	-1.23957543300981	0	0	1
MEGF10	1	-1.23957543300981	0	0	1
FBN2	1	-1.23957543300981	0	0	1
SLC27A6	1	-1.23957543300981	0	0	1
KIAA1024L	1	-1.23957543300981	0	0	1
AC034243.1	1	-1.23957543300981	0	0	1
AC011405.1	1	-1.23957543300981	0	0	1
SLC4A9	1	-1.23957543300981	0	0	1
PCDHB6	1	-1.23957543300981	0	0	1
PCDHB12	1	-1.23957543300981	0	0	1
PCDHGA5	1	-1.23957543300981	0	0	1
PCDHGB7	1	-1.23957543300981	0	0	1
AC008781.1	1	-1.23957543300981	0	0	1
PCDH12	1	-1.23957543300981	0	0	1
HMHB1	1	-1.23957543300981	0	0	1
KCTD16	1	-1.23957543300981	0	0	1
HTR4	1	-1.23957543300981	0	0	1
CARMN	1	-1.23957543300981	0	0	1
IRGM	1	-1.23957543300981	0	0	1
AC011337.1	1	-1.23957543300981	0	0	1
SGCD	1	-1.23957543300981	0	0	1
EBF1	1	-1.23957543300981	0	0	1
LINC02202	1	-1.23957543300981	0	0	1
C1QTNF2	1	-1.23957543300981	0	0	1
LINC02159	1	-1.23957543300981	0	0	1
TENM2	1	-1.23957543300981	0	0	1
KCNIP1	1	-1.23957543300981	0	0	1
STC2	1	-1.23957543300981	0	0	1
FAM153B	1	-1.23957543300981	0	0	1
COL23A1	1	-1.23957543300981	0	0	1
AL034346.1	1	-1.23957543300981	0	0	1
FOXF2	1	-1.23957543300981	0	0	1
AL359643.3	1	-1.23957543300981	0	0	1
AL359643.2	1	-1.23957543300981	0	0	1
PPP1R3G	1	-1.23957543300981	0	0	1
AL031123.2	1	-1.23957543300981	0	0	1
AL357497.1	1	-1.23957543300981	0	0	1
SYCP2L	1	-1.23957543300981	0	0	1
ERVFRD-1	1	-1.23957543300981	0	0	1
KAAG1	1	-1.23957543300981	0	0	1
U91328.3	1	-1.23957543300981	0	0	1
HIST1H4A	1	-1.23957543300981	0	0	1
AL009179.1	1	-1.23957543300981	0	0	1
ZSCAN23	1	-1.23957543300981	0	0	1
HCG9	1	-1.23957543300981	0	0	1
MPIG6B	1	-1.23957543300981	0	0	1
MSH5-SAPCD1	1	-1.23957543300981	0	0	1
COL11A2	1	-1.23957543300981	0	0	1
AL645940.1	1	-1.23957543300981	0	0	1
TCP11	1	-1.23957543300981	0	0	1
SLC26A8	1	-1.23957543300981	0	0	1
RAB44	1	-1.23957543300981	0	0	1
KCNK16	1	-1.23957543300981	0	0	1
PTCRA	1	-1.23957543300981	0	0	1
AL136131.3	1	-1.23957543300981	0	0	1
CAPN11	1	-1.23957543300981	0	0	1
AL353588.1	1	-1.23957543300981	0	0	1
ADGRF2	1	-1.23957543300981	0	0	1
HMGCLL1	1	-1.23957543300981	0	0	1
BEND6	1	-1.23957543300981	0	0	1
ZNF451-AS1	1	-1.23957543300981	0	0	1
FKBP1C	1	-1.23957543300981	0	0	1
COL9A1	1	-1.23957543300981	0	0	1
AL365226.1	1	-1.23957543300981	0	0	1
KHDC3L	1	-1.23957543300981	0	0	1
AL359715.2	1	-1.23957543300981	0	0	1
MRAP2	1	-1.23957543300981	0	0	1
GJB7	1	-1.23957543300981	0	0	1
EPHA7	1	-1.23957543300981	0	0	1
FHL5	1	-1.23957543300981	0	0	1
AL390208.1	1	-1.23957543300981	0	0	1
Z97989.1	1	-1.23957543300981	0	0	1
COL10A1	1	-1.23957543300981	0	0	1
TRAPPC3L	1	-1.23957543300981	0	0	1
CALHM5	1	-1.23957543300981	0	0	1
SLC35F1	1	-1.23957543300981	0	0	1
PLN	1	-1.23957543300981	0	0	1
LINC01013	1	-1.23957543300981	0	0	1
LINC00326	1	-1.23957543300981	0	0	1
TARID	1	-1.23957543300981	0	0	1
AL078590.3	1	-1.23957543300981	0	0	1
MTFR2	1	-1.23957543300981	0	0	1
OPRM1	1	-1.23957543300981	0	0	1
AL390955.2	1	-1.23957543300981	0	0	1
PNLDC1	1	-1.23957543300981	0	0	1
SLC22A1	1	-1.23957543300981	0	0	1
LPA	1	-1.23957543300981	0	0	1
TBXT	1	-1.23957543300981	0	0	1
Z94721.1	1	-1.23957543300981	0	0	1
AL353747.2	1	-1.23957543300981	0	0	1
AL009176.1	1	-1.23957543300981	0	0	1
LINC00574	1	-1.23957543300981	0	0	1
AL596442.2	1	-1.23957543300981	0	0	1
AC093627.6	1	-1.23957543300981	0	0	1
AC073957.3	1	-1.23957543300981	0	0	1
ELFN1	1	-1.23957543300981	0	0	1
RSPH10B	1	-1.23957543300981	0	0	1
AC006042.4	1	-1.23957543300981	0	0	1
MEOX2	1	-1.23957543300981	0	0	1
AC004520.1	1	-1.23957543300981	0	0	1
AC004540.2	1	-1.23957543300981	0	0	1
HOXA2	1	-1.23957543300981	0	0	1
HOXA3	1	-1.23957543300981	0	0	1
HOXA6	1	-1.23957543300981	0	0	1
HOXA7	1	-1.23957543300981	0	0	1
HOXA9	1	-1.23957543300981	0	0	1
ANLN	1	-1.23957543300981	0	0	1
NME8	1	-1.23957543300981	0	0	1
AC004988.1	1	-1.23957543300981	0	0	1
AC005537.1	1	-1.23957543300981	0	0	1
CAMK2B	1	-1.23957543300981	0	0	1
PKD1L1	1	-1.23957543300981	0	0	1
AC073349.1	1	-1.23957543300981	0	0	1
AC005482.1	1	-1.23957543300981	0	0	1
FKBP6	1	-1.23957543300981	0	0	1
AC004921.1	1	-1.23957543300981	0	0	1
SEMA3D	1	-1.23957543300981	0	0	1
ABCB1	1	-1.23957543300981	0	0	1
AC007566.1	1	-1.23957543300981	0	0	1
AC004012.1	1	-1.23957543300981	0	0	1
DYNC1I1	1	-1.23957543300981	0	0	1
DLX5	1	-1.23957543300981	0	0	1
NPTX2	1	-1.23957543300981	0	0	1
ATP5MF-PTCD1	1	-1.23957543300981	0	0	1
CYP3A7	1	-1.23957543300981	0	0	1
COL26A1	1	-1.23957543300981	0	0	1
AC073073.2	1	-1.23957543300981	0	0	1
AC005046.1	1	-1.23957543300981	0	0	1
LRRN3	1	-1.23957543300981	0	0	1
LINC01393	1	-1.23957543300981	0	0	1
WNT2	1	-1.23957543300981	0	0	1
ANKRD7	1	-1.23957543300981	0	0	1
CPED1	1	-1.23957543300981	0	0	1
PRRT4	1	-1.23957543300981	0	0	1
FLNC	1	-1.23957543300981	0	0	1
MESTIT1	1	-1.23957543300981	0	0	1
AC083862.2	1	-1.23957543300981	0	0	1
FAM180A	1	-1.23957543300981	0	0	1
AC015987.1	1	-1.23957543300981	0	0	1
DGKI	1	-1.23957543300981	0	0	1
ZC3HAV1L	1	-1.23957543300981	0	0	1
TMEM178B	1	-1.23957543300981	0	0	1
OR2A25	1	-1.23957543300981	0	0	1
SSPO	1	-1.23957543300981	0	0	1
AC093726.2	1	-1.23957543300981	0	0	1
AC011899.2	1	-1.23957543300981	0	0	1
VIPR2	1	-1.23957543300981	0	0	1
TLR7	1	-1.23957543300981	0	0	1
LINC02154	1	-1.23957543300981	0	0	1
AC003035.1	1	-1.23957543300981	0	0	1
BMX	1	-1.23957543300981	0	0	1
ADGRG2	1	-1.23957543300981	0	0	1
CFAP47	1	-1.23957543300981	0	0	1
OTC	1	-1.23957543300981	0	0	1
PPP1R2C	1	-1.23957543300981	0	0	1
GATA1	1	-1.23957543300981	0	0	1
NUDT10	1	-1.23957543300981	0	0	1
HEPH	1	-1.23957543300981	0	0	1
KIF4A	1	-1.23957543300981	0	0	1
TEX11	1	-1.23957543300981	0	0	1
ERCC6L	1	-1.23957543300981	0	0	1
LPAR4	1	-1.23957543300981	0	0	1
GPR174	1	-1.23957543300981	0	0	1
SATL1	1	-1.23957543300981	0	0	1
KLHL4	1	-1.23957543300981	0	0	1
PABPC5	1	-1.23957543300981	0	0	1
TNMD	1	-1.23957543300981	0	0	1
TMEM35A	1	-1.23957543300981	0	0	1
TCEAL7	1	-1.23957543300981	0	0	1
ZCCHC18	1	-1.23957543300981	0	0	1
NCBP2L	1	-1.23957543300981	0	0	1
KCNE5	1	-1.23957543300981	0	0	1
SERTM2	1	-1.23957543300981	0	0	1
TRPC5OS	1	-1.23957543300981	0	0	1
AC004835.1	1	-1.23957543300981	0	0	1
GRIA3	1	-1.23957543300981	0	0	1
TENM1	1	-1.23957543300981	0	0	1
DCAF12L2	1	-1.23957543300981	0	0	1
APLN	1	-1.23957543300981	0	0	1
XPNPEP2	1	-1.23957543300981	0	0	1
FATE1	1	-1.23957543300981	0	0	1
AVPR2	1	-1.23957543300981	0	0	1
CSMD1	1	-1.23957543300981	0	0	1
AC021242.3	1	-1.23957543300981	0	0	1
AC104964.4	1	-1.23957543300981	0	0	1
GFRA2	1	-1.23957543300981	0	0	1
ADAMDEC1	1	-1.23957543300981	0	0	1
LINC02099	1	-1.23957543300981	0	0	1
DUSP26	1	-1.23957543300981	0	0	1
ADRB3	1	-1.23957543300981	0	0	1
AC087623.4	1	-1.23957543300981	0	0	1
AC064807.2	1	-1.23957543300981	0	0	1
SOX17	1	-1.23957543300981	0	0	1
AC090136.3	1	-1.23957543300981	0	0	1
BHLHE22	1	-1.23957543300981	0	0	1
TRIM55	1	-1.23957543300981	0	0	1
MSC-AS1	1	-1.23957543300981	0	0	1
RDH10-AS1	1	-1.23957543300981	0	0	1
STMN2	1	-1.23957543300981	0	0	1
AC009902.3	1	-1.23957543300981	0	0	1
AC009902.2	1	-1.23957543300981	0	0	1
FABP12	1	-1.23957543300981	0	0	1
LINC02235	1	-1.23957543300981	0	0	1
MMP16	1	-1.23957543300981	0	0	1
LINC00535	1	-1.23957543300981	0	0	1
AC087752.4	1	-1.23957543300981	0	0	1
SNX31	1	-1.23957543300981	0	0	1
AP003354.2	1	-1.23957543300981	0	0	1
CTHRC1	1	-1.23957543300981	0	0	1
DCSTAMP	1	-1.23957543300981	0	0	1
RSPO2	1	-1.23957543300981	0	0	1
PKHD1L1	1	-1.23957543300981	0	0	1
ENPP2	1	1.1772124742874	0.019	0.019	1
HAS2	1	-1.23957543300981	0	0	1
ANXA13	1	-1.23957543300981	0	0	1
WISP1	1	-1.23957543300981	0	0	1
GPR20	1	-1.23957543300981	0	0	1
AC134682.1	1	-1.23957543300981	0	0	1
LY6H	1	-1.23957543300981	0	0	1
WDR97	1	-1.23957543300981	0	0	1
AL928970.1	1	-1.23957543300981	0	0	1
FOXD4	1	-1.23957543300981	0	0	1
PDCD1LG2	1	-1.23957543300981	0	0	1
PTPRD-AS1	1	-1.23957543300981	0	0	1
LINC01235	1	-1.23957543300981	0	0	1
AL583785.1	1	-1.23957543300981	0	0	1
FREM1	1	-1.23957543300981	0	0	1
SAXO1	1	-1.23957543300981	0	0	1
IFT74-AS1	1	-1.23957543300981	0	0	1
ENHO	1	-1.23957543300981	0	0	1
CNTFR	1	-1.23957543300981	0	0	1
CCL19	1	-1.23957543300981	0	0	1
MELK	1	-1.23957543300981	0	0	1
AL512604.3	1	-1.23957543300981	0	0	1
CNTNAP3	1	-1.23957543300981	0	0	1
AL591441.1	1	-1.23957543300981	0	0	1
AL136317.2	1	-1.23957543300981	0	0	1
PGM5-AS1	1	-1.23957543300981	0	0	1
LINC01474	1	-1.23957543300981	0	0	1
AL158154.2	1	-1.23957543300981	0	0	1
GAS1	1	-1.23957543300981	0	0	1
C9orf47	1	-1.23957543300981	0	0	1
OGN	1	-1.23957543300981	0	0	1
AL161729.4	1	-1.23957543300981	0	0	1
HSD17B3	1	-1.23957543300981	0	0	1
AL136084.3	1	-1.23957543300981	0	0	1
SVEP1	1	-1.23957543300981	0	0	1
AL355601.1	1	-1.23957543300981	0	0	1
PAPPA-AS1	1	-1.23957543300981	0	0	1
LHX6	1	-1.23957543300981	0	0	1
FIBCD1	1	-1.23957543300981	0	0	1
RNF224	1	-1.23957543300981	0	0	1
STPG3-AS1	1	-1.23957543300981	0	0	1
ART5	1	-1.23957543300981	0	0	1
OR52I1	1	-1.23957543300981	0	0	1
OR52N4	1	-1.23957543300981	0	0	1
AC107884.1	1	-1.23957543300981	0	0	1
OLFML1	1	-1.23957543300981	0	0	1
AC091053.1	1	-1.23957543300981	0	0	1
USH1C	1	-1.23957543300981	0	0	1
PTPN5	1	-1.23957543300981	0	0	1
MRGPRX2	1	-1.23957543300981	0	0	1
BDNF	1	-1.23957543300981	0	0	1
AC090833.1	1	-1.23957543300981	0	0	1
KCNA4	1	-1.23957543300981	0	0	1
RAG1	1	-1.23957543300981	0	0	1
ALX4	1	-1.23957543300981	0	0	1
CHST1	1	-1.23957543300981	0	0	1
CNTF	1	-1.23957543300981	0	0	1
FAM111B	1	-1.23957543300981	0	0	1
LRRN4CL	1	-1.23957543300981	0	0	1
AP000438.1	1	-1.23957543300981	0	0	1
AP003774.4	1	-1.23957543300981	0	0	1
GPHA2	1	-1.23957543300981	0	0	1
AP001107.2	1	-1.23957543300981	0	0	1
CNIH2	1	-1.23957543300981	0	0	1
CD248	1	-1.23957543300981	0	0	1
AP002992.1	1	-1.23957543300981	0	0	1
MRGPRF	1	-1.23957543300981	0	0	1
AP000879.1	1	-1.23957543300981	0	0	1
KRTAP5-10	1	-1.23957543300981	0	0	1
TPBGL	1	-1.23957543300981	0	0	1
AP000446.1	1	-1.23957543300981	0	0	1
AP001528.2	1	-1.23957543300981	0	0	1
NOX4	1	-1.23957543300981	0	0	1
NAALAD2	1	-1.23957543300981	0	0	1
ANGPTL5	1	-1.23957543300981	0	0	1
GUCY1A2	1	-1.23957543300981	0	0	1
HSPB2	1	-1.23957543300981	0	0	1
HTR3A	1	-1.23957543300981	0	0	1
DSCAML1	1	-1.23957543300981	0	0	1
GRIK4	1	-1.23957543300981	0	0	1
PKNOX2	1	-1.23957543300981	0	0	1
TP53AIP1	1	-1.23957543300981	0	0	1
ADAMTS8	1	-1.23957543300981	0	0	1
OPCML	1	-1.23957543300981	0	0	1
LINC00702	1	-1.23957543300981	0	0	1
MCM10	1	-1.23957543300981	0	0	1
AL157392.4	1	-1.23957543300981	0	0	1
ITGA8	1	-1.23957543300981	0	0	1
CACNB2	1	-1.23957543300981	0	0	1
MALRD1	1	-1.23957543300981	0	0	1
C10orf67	1	-1.23957543300981	0	0	1
AL606469.1	1	-1.23957543300981	0	0	1
MKX	1	-1.23957543300981	0	0	1
PARD3-AS1	1	-1.23957543300981	0	0	1
AL365500.1	1	-1.23957543300981	0	0	1
AL590730.1	1	-1.23957543300981	0	0	1
PCDH15	1	-1.23957543300981	0	0	1
PHYHIPL	1	-1.23957543300981	0	0	1
AC024600.1	1	-1.23957543300981	0	0	1
AC016395.1	1	-1.23957543300981	0	0	1
ADAMTS14	1	-1.23957543300981	0	0	1
AC016394.2	1	-1.23957543300981	0	0	1
MSS51	1	-1.23957543300981	0	0	1
SYNPO2L	1	-1.23957543300981	0	0	1
DYDC1	1	-1.23957543300981	0	0	1
SH2D4B	1	-1.23957543300981	0	0	1
CYP2C18	1	-1.23957543300981	0	0	1
CYP2C8	1	-1.23957543300981	0	0	1
CC2D2B	1	-1.23957543300981	0	0	1
HPSE2	1	-1.23957543300981	0	0	1
PITX3	1	-1.23957543300981	0	0	1
SORCS1	1	-1.23957543300981	0	0	1
AL158163.1	1	-1.23957543300981	0	0	1
GFRA1	1	-1.23957543300981	0	0	1
AL731557.1	1	-1.23957543300981	0	0	1
BTBD16	1	-1.23957543300981	0	0	1
CUZD1	1	-1.23957543300981	0	0	1
EBF3	1	-1.23957543300981	0	0	1
AL354950.1	1	-1.23957543300981	0	0	1
C10orf91	1	-1.23957543300981	0	0	1
AL451069.1	1	-1.23957543300981	0	0	1
MIR202HG	1	-1.23957543300981	0	0	1
AC026369.3	1	-1.23957543300981	0	0	1
CACNA1C	1	-1.23957543300981	0	0	1
KCNA1	1	-1.23957543300981	0	0	1
KCNA5	1	-1.23957543300981	0	0	1
ANO2	1	-1.23957543300981	0	0	1
ACRBP	1	-1.23957543300981	0	0	1
GNB3	1	-1.23957543300981	0	0	1
AC233309.1	1	-1.23957543300981	0	0	1
FAM90A1	1	-1.23957543300981	0	0	1
AC092745.1	1	-1.23957543300981	0	0	1
CLEC4D	1	-1.23957543300981	0	0	1
AC010175.1	1	-1.23957543300981	0	0	1
LINC02446	1	-1.23957543300981	0	0	1
AC008115.4	1	-1.23957543300981	0	0	1
SMCO3	1	-1.23957543300981	0	0	1
PDE6H	1	-1.23957543300981	0	0	1
RERGL	1	-1.23957543300981	0	0	1
AC010185.1	1	-1.23957543300981	0	0	1
AC023510.2	1	-1.23957543300981	0	0	1
LMNTD1	1	-1.23957543300981	0	0	1
REP15	1	-1.23957543300981	0	0	1
AC009509.4	1	-1.23957543300981	0	0	1
AC009318.4	1	-1.23957543300981	0	0	1
LINC00941	1	-1.23957543300981	0	0	1
ABCD2	1	-1.23957543300981	0	0	1
AC004466.3	1	-1.23957543300981	0	0	1
AC121338.1	1	-1.23957543300981	0	0	1
COL2A1	1	-1.23957543300981	0	0	1
DHH	1	-1.23957543300981	0	0	1
SCN8A	1	-1.23957543300981	0	0	1
KRT1	1	-1.23957543300981	0	0	1
ESPL1	1	-1.23957543300981	0	0	1
AC025165.4	1	-1.23957543300981	0	0	1
MYRFL	1	-1.23957543300981	0	0	1
LGR5	1	-1.23957543300981	0	0	1
TRHDE	1	-1.23957543300981	0	0	1
AC027288.1	1	-1.23957543300981	0	0	1
LIN7A	1	-1.23957543300981	0	0	1
C12orf50	1	-1.23957543300981	0	0	1
AC010201.1	1	-1.23957543300981	0	0	1
KERA	1	-1.23957543300981	0	0	1
AC090001.1	1	-1.23957543300981	0	0	1
HAL	1	-1.23957543300981	0	0	1
ANO4	1	-1.23957543300981	0	0	1
PMCH	1	-1.23957543300981	0	0	1
ALDH1L2	1	-1.23957543300981	0	0	1
TMEM119	1	-1.23957543300981	0	0	1
TBX5-AS1	1	-1.23957543300981	0	0	1
TBX3	1	-1.23957543300981	0	0	1
NOS1	1	-1.23957543300981	0	0	1
CABP1	1	-1.23957543300981	0	0	1
HPD	1	-1.23957543300981	0	0	1
CCDC62	1	-1.23957543300981	0	0	1
AC068790.8	1	-1.23957543300981	0	0	1
LINC00939	1	-1.23957543300981	0	0	1
PIWIL1	1	-1.23957543300981	0	0	1
P2RX2	1	-1.23957543300981	0	0	1
LINC00539	1	-1.23957543300981	0	0	1
SGCG	1	-1.23957543300981	0	0	1
C1QTNF9	1	-1.23957543300981	0	0	1
MEDAG	1	-1.23957543300981	0	0	1
TEX26	1	-1.23957543300981	0	0	1
LINC00571	1	-1.23957543300981	0	0	1
LINC00332	1	-1.23957543300981	0	0	1
ENOX1	1	-1.23957543300981	0	0	1
TSC22D1-AS1	1	-1.23957543300981	0	0	1
SPERT	1	-1.23957543300981	0	0	1
SIAH3	1	-1.23957543300981	0	0	1
LINC00562	1	-1.23957543300981	0	0	1
DLEU7	1	-1.23957543300981	0	0	1
DLEU7-AS1	1	-1.23957543300981	0	0	1
FAM124A	1	-1.23957543300981	0	0	1
LMO7DN	1	-1.23957543300981	0	0	1
